nulo,613.461287975,1782.84182119,1799.07033515,2553.88316917,2822.98277497,1914.447877691
lbdle2.+facts,327.708167076,339.301378965,344.450428009,393.717315912,544.090466976,389.8535513876
lbdle2.-facts,414.432785034,428.92988801,486.710087061,533.142036915,628.319075823,498.30677456859996
lbdle3.+facts,294.339830875,329.128068209,334.202430964,379.589075089,517.423331022,370.9365472318
lbdle3.-facts,254.815778971,288.857009888,333.454936028,378.094440937,420.040941954,335.0526215556
lbdle4.+facts,209.35906291,244.153262854,276.148779154,294.609594107,384.358467102,281.72583322540004
lbdle4.-facts,229.619704008,248.789926052,269.529710054,417.70749402,477.436542034,328.6166752336
lbdle5.+facts,180.013865948,264.115083933,264.934657097,322.803460121,389.271227121,284.227658844
lbdle5.-facts,182.858223915,261.8829422,317.48832798,328.61955905,732.317679882,364.63334660540005
lbdle6.+facts,242.601315022,249.423271894,268.362748861,366.259907007,527.04913497,330.7392755508
lbdle6.-facts,242.708928108,258.100473881,272.131227016,304.175686121,497.902801037,315.00382323260004
onlyfacts,627.596775055,669.45828104,818.45518589,972.213714123,1591.21943903,935.7886790276
perc=0.01.+facts.+binary.+active,374.389468908,418.913241863,493.566240072,604.118394852,616.473242044,501.4921175478
perc=0.01.+facts.+binary.-active,434.524026155,488.188027859,503.827584982,537.432219028,568.401517153,506.4746750353999
perc=0.01.+facts.-binary.+active,481.55420804,494.924998999,498.60805583,526.361198187,629.259346962,526.1415616035999
perc=0.01.+facts.-binary.-active,457.614537954,503.683618069,509.15544486,597.97674489,663.446083069,546.3752857684001
perc=0.01.-facts.+binary.+active,624.413334131,712.609745979,729.463371038,797.304282904,797.851901054,732.3285270212
perc=0.01.-facts.+binary.-active,705.031428099,754.253108025,849.168398142,1289.15288496,5954.57587409,1910.4363386632
perc=0.01.-facts.-binary.+active,814.319316149,889.442268848,959.278772831,1243.99189305,2156.73246694,1212.7529435636
perc=0.01.-facts.-binary.-active,626.340941906,783.717646837,794.469195127,929.731058121,1176.56788993,862.1653463842
perc=0.05.+facts.+binary.+active,548.195651054,584.384026051,596.486568928,679.75880909,693.935427904,620.5520966053999
perc=0.05.+facts.+binary.-active,603.820950985,618.692995071,637.887094975,775.039180994,819.002933025,690.8886310099999
perc=0.05.+facts.-binary.+active,478.808295965,571.457883835,623.434184074,656.200345039,757.852142096,617.5505702018
perc=0.05.+facts.-binary.-active,434.641694069,522.588864088,536.181103945,617.853204966,664.392002821,555.1313739778
perc=0.05.-facts.+binary.+active,398.618923903,673.578608036,877.482325077,1019.01258397,1025.0349009,798.7454683771999
perc=0.05.-facts.+binary.-active,583.680444002,699.070437193,731.420381069,957.136804104,3933.80511403,1381.0226360796
perc=0.05.-facts.-binary.+active,578.163784981,904.851825953,916.622254848,1244.61396599,1609.39412093,1050.7291905404
perc=0.05.-facts.-binary.-active,733.953426838,844.632007837,958.113128901,1177.29584002,1713.99676609,1085.5982339372
perc=0.1.+facts.+binary.+active,547.141913176,649.125802994,736.507539988,744.991436958,2607.42206001,1057.0377506252
perc=0.1.+facts.+binary.-active,698.48546195,759.276468039,807.435770988,824.160005093,1038.98251009,825.668043232
perc=0.1.+facts.-binary.+active,602.543322086,744.594609022,763.032759905,768.826426029,798.640053988,735.5274342060001
perc=0.1.+facts.-binary.-active,444.765265942,721.907881975,757.873036861,771.868108034,784.079304934,696.0987195492
perc=0.1.-facts.+binary.+active,754.14677906,801.375319004,970.017364979,1084.75230384,3417.7800622,1405.6143658166
perc=0.1.-facts.+binary.-active,434.444936991,551.69055891,705.069425821,729.535102844,1591.71412182,802.4908292772
perc=0.1.-facts.-binary.+active,749.82778883,782.413063049,808.407746077,941.381042957,999.045961142,856.2151204109999
perc=0.1.-facts.-binary.-active,724.272234917,777.212339163,928.832887888,1076.43794894,1318.70349503,965.0917811876001
perc=0.15.+facts.+binary.+active,817.695065975,978.552482843,1212.61419296,1303.26187897,2929.80401921,1448.3855279916
perc=0.15.+facts.+binary.-active,738.401139021,919.21508193,1136.4643271,1224.22988796,1363.29223108,1076.3205334181998
perc=0.15.+facts.-binary.+active,778.315643787,837.431605101,984.361582041,1036.6941781,1182.33817101,963.8282360077999
perc=0.15.+facts.-binary.-active,786.746147871,814.839456081,833.839236021,1422.78077197,3243.45466805,1420.3320559986
perc=0.15.-facts.+binary.+active,874.827251911,1074.27906394,1400.00439405,1498.33487988,1793.16317606,1328.1217531682
perc=0.15.-facts.+binary.-active,602.826657057,637.765724897,983.990693092,1001.87180996,1181.98998094,881.6889731891999
perc=0.15.-facts.-binary.+active,717.602944851,814.934936047,1016.95951891,1099.23552704,1307.81208897,991.3090031636
perc=0.15.-facts.-binary.-active,755.014527082,778.589966059,1253.97924209,1741.8227849,3948.53133297,1695.5875706202
perc=0.2.+facts.+binary.+active,699.451032162,858.548389912,894.808671951,932.622553825,944.726702929,866.0314701558
perc=0.2.+facts.+binary.-active,689.148236036,863.162393093,871.915277004,1001.76704001,1226.23885012,930.4463592526001
perc=0.2.+facts.-binary.+active,729.484380007,825.029461861,873.440181017,1062.98201084,1993.96915317,1096.981037379
perc=0.2.+facts.-binary.-active,709.300885916,729.505656958,807.463718891,1179.19944096,1676.61111712,1020.4161639690001
perc=0.2.-facts.+binary.+active,701.372699022,941.929734945,988.216320992,1281.33505607,3088.75333786,1400.3214297778
perc=0.2.-facts.+binary.-active,857.903344154,1012.024014,1024.28535986,1223.90377402,1535.10615611,1130.6445296287998
perc=0.2.-facts.-binary.+active,926.894545078,1004.27340794,1074.51594996,1399.68131304,2263.64948511,1333.8029402256002
perc=0.2.-facts.-binary.-active,1087.34606791,1101.71110702,1202.71814609,1418.48503399,4161.83603406,1794.419277814
perc=1.0.+facts.+binary.+active,1722.09607315,2410.1580441,3011.98197794,3042.18315387,3197.42000389,2676.76785059
perc=1.0.-facts.+binary.+active,1359.35025001,1919.67595482,3177.26985693,3418.37479997,4367.83469892,2848.50111213
sizele2.+facts,323.430456877,422.640974045,553.336221933,633.894399881,800.01728487,546.6638675212
sizele2.-facts,369.410617113,444.233062983,568.303903103,614.957288027,882.435738802,575.8681220056
sizele3.+facts,247.413542032,254.656651974,379.662763119,413.34009099,479.000381947,354.8146860124
sizele3.-facts,233.829560995,359.400763035,381.263548851,498.101590157,998.768005133,494.2726936342
sizele4.+facts,273.053725958,283.310199022,287.491070032,338.471298933,351.344413042,306.73414139740004
sizele4.-facts,309.521538973,347.531637907,358.242309093,432.765865088,824.255917072,454.4634536266
sizele5.+facts,174.18466115,199.34869504,274.244337082,303.866483927,606.120209932,311.55287742620004
sizele5.-facts,222.938407898,226.872283936,263.061048985,302.001381874,318.505095959,266.6756437304
sizele6.+facts,214.158720016,271.69422698,338.973608017,366.184482098,694.000558853,377.0023191928
sizele6.-facts,253.302903891,276.961115122,296.195219994,377.014904976,477.489064932,336.192641783
