nulo,91.2610299587,103.858052969,118.466135025,131.190661907,131.688453197,148.070300817,151.854920864,184.746243,457.395881176,490.002544165,200.85342230787
lbdle2.+facts,124.537945032,126.184865952,138.5987041,142.636024952,242.284298897,294.778609991,327.937963963,349.341797829,353.212146997,409.79822588,250.9310583593
lbdle2.-facts,77.6471471786,87.9308710098,117.454994917,122.002612114,142.17189908,152.477036953,169.785687208,353.706764936,366.637022018,389.736777067,197.95508124814
lbdle3.+facts,58.462526083,61.3582520485,116.389765024,142.343109131,219.43793416,268.498455048,288.397767067,310.326349974,354.612227917,509.686293125,232.95126795774996
lbdle3.-facts,92.3315989971,132.063862801,139.995141983,143.214822054,174.880147934,262.60573101,362.664224863,391.115052938,411.499686956,426.429080009,253.67993495451
lbdle4.+facts,86.4415678978,168.047482014,186.491517067,187.101588011,212.244895935,223.517393112,236.376810074,288.887849092,296.358285189,321.817642927,220.72850313188005
lbdle4.-facts,112.45886898,118.427718163,132.963690042,133.491095066,308.322243214,321.627016068,328.011411905,329.046828985,367.325392008,388.069391012,253.9743655443
lbdle5.+facts,111.640849113,137.690615892,162.437286854,179.228441,232.872856855,277.482944012,278.476828098,292.287468195,298.763745785,348.068307877,231.8949343681
lbdle5.-facts,97.0788397789,112.925367832,132.000735044,136.970098972,137.008095026,137.601661921,212.390378952,326.393361092,331.335726023,337.735037088,196.14393017288998
lbdle6.+facts,103.38299799,122.126325846,158.917721987,175.194288015,201.962089062,277.826905012,283.830379963,303.878391027,309.025980234,351.575181007,228.7720260143
lbdle6.-facts,62.2595639229,103.33591795,152.059956789,168.529978991,236.758391142,245.695951939,281.701488018,376.363584042,472.11570096,777.363644123,287.61841778768996
onlyfacts,114.806148052,116.330446005,138.275446892,151.3362391,164.415217876,169.761662006,193.500237942,349.852339983,392.85808897,437.739833117,222.8875659943
perc=0.01.+facts.+binary.+active,129.74472785,131.771302938,141.615545034,214.677265167,216.544803858,363.804236889,367.54041791,382.215113878,396.719455004,408.608322144,275.3241190672
perc=0.01.+facts.+binary.-active,57.0688478947,102.944396973,113.828314066,119.227224827,134.209164143,172.802719831,209.099092007,293.938111782,323.33887887,423.764204979,195.02209553727
perc=0.01.+facts.-binary.+active,49.10759902,66.6303629875,87.9647190571,129.316102982,156.953373194,194.026292086,197.201457977,204.605123997,308.797887087,389.107325077,178.37102434646
perc=0.01.+facts.-binary.-active,117.205757856,123.773394108,138.682111025,156.816596985,247.203267097,272.258227825,337.308291197,429.813848019,449.669574976,511.998884201,278.4729953289
perc=0.01.-facts.+binary.+active,98.9067850113,108.947134018,123.430066824,139.118558884,207.659580946,344.355547905,374.187496901,394.229745865,407.253373861,508.639753103,270.67280433183
perc=0.01.-facts.+binary.-active,69.8372149467,118.43780899,137.559808016,149.986774921,289.656774044,317.198270798,393.414294004,461.254702091,473.070247889,519.615641117,293.00315368166997
perc=0.01.-facts.-binary.+active,67.4432048798,118.715152979,133.46182704,144.685505867,149.52277112,152.364078045,164.779425144,254.468014956,403.472140074,758.938040972,234.78501610767998
perc=0.01.-facts.-binary.-active,114.570747137,132.093453884,143.109526157,164.21606493,214.768306017,248.494828939,307.355075836,441.908467054,494.210044146,556.853792906,281.7580307006
perc=0.05.+facts.+binary.+active,52.4693000317,123.995522976,167.64000988,189.937526941,291.745558023,314.429901838,366.906986952,374.518341064,413.520441055,449.38874197,274.45523307306996
perc=0.05.+facts.+binary.-active,72.3285830021,106.95265913,196.591889143,222.797858,339.830585003,340.036055088,368.902573109,416.599339962,456.511247873,466.505796909,298.70565872191
perc=0.05.+facts.-binary.+active,146.346688986,153.254938126,172.172647953,296.359158039,306.235966921,352.615919113,378.940425158,396.724143028,534.518087864,548.539923906,328.5707899094
perc=0.05.+facts.-binary.-active,119.606871843,124.154973984,156.684528112,176.728789091,241.530584097,321.851135015,368.079351187,574.221675158,672.954229832,794.67371583,355.0485854149
perc=0.05.-facts.+binary.+active,89.3872199059,114.863498211,146.35978508,164.315596104,182.087080002,202.333117008,344.365844965,358.736690044,473.923031807,564.555907011,264.09277701378994
perc=0.05.-facts.+binary.-active,101.839269876,182.007340908,183.356871128,187.142825127,199.682693958,228.76554203,262.144318819,372.968765974,469.500350952,513.53270793,270.09406867020004
perc=0.05.-facts.-binary.+active,89.3334219456,106.613457918,173.606589079,186.527824879,206.536426067,209.841784,251.683144093,278.733464003,413.727395058,575.060348988,249.16638560306
perc=0.05.-facts.-binary.-active,132.74258399,138.895593166,149.848285913,158.669016838,243.278911114,248.37817502,251.58445406,393.921886921,447.931003094,551.30132699,271.65512371060004
perc=0.1.+facts.+binary.+active,87.7862150669,107.350785971,201.444313049,276.626172066,296.858547926,344.960163832,370.899972916,486.923247814,488.873464108,534.603003979,319.63258867279
perc=0.1.+facts.+binary.-active,62.2869439125,134.19214797,257.727509022,277.5207479,303.879662037,404.979763985,486.768584013,538.014008999,541.514918089,718.11114192,372.49954278475
perc=0.1.+facts.-binary.+active,147.116836071,218.261021852,221.736762047,273.887122869,293.608561039,444.411140203,591.447525024,604.563266039,654.493551016,657.425635099,410.6951421259
perc=0.1.+facts.-binary.-active,192.65238905,207.678591967,214.817013979,293.935400963,304.204139948,348.140259981,413.341043949,449.922197819,512.415271997,592.73782897,352.98441386229996
perc=0.1.-facts.+binary.+active,114.956223011,159.082950115,307.587500811,319.116089106,347.776386976,347.91528511,413.733527184,496.912339926,508.001810789,583.456186056,359.8538299084
perc=0.1.-facts.+binary.-active,178.334057093,243.054577112,261.354070187,268.783155918,269.597779989,284.667267084,302.536296129,314.363691092,466.810959101,538.012071848,312.7513925553
perc=0.1.-facts.-binary.+active,171.371508121,183.078332901,226.778872013,321.885512829,418.664776087,523.194020987,562.736411095,564.634407043,569.039366007,802.233613968,434.36168210510004
perc=0.1.-facts.-binary.-active,62.3607029915,78.6807820797,127.326605082,214.895050049,277.496353865,314.799942017,329.275847912,459.344441891,509.019652128,657.627378941,303.08267569561997
perc=0.15.+facts.+binary.+active,162.670599937,296.824990988,317.056819201,331.508466005,416.873908043,427.888860941,607.23682785,612.268678188,646.592967987,743.148169994,456.20702891340005
perc=0.15.+facts.+binary.-active,216.500010967,260.837345839,291.749727964,317.462990046,382.792911053,403.494851112,421.579898119,462.710514069,567.525810003,607.251243114,393.19053022860004
perc=0.15.+facts.-binary.+active,159.64189291,282.630411863,326.724178791,359.757209063,567.176386833,637.814861059,671.644354105,737.949191093,744.814459085,764.073597908,525.222654271
perc=0.15.+facts.-binary.-active,144.01206398,283.327888012,323.823327065,368.401615858,479.787405014,529.182012796,582.002418041,648.667585135,782.248347998,862.561517954,500.40141818530003
perc=0.15.-facts.+binary.+active,117.444660902,142.19442296,176.641365051,289.980491877,330.616066933,423.733502865,502.071568966,602.777488947,638.051658869,703.262401819,392.6773629189
perc=0.15.-facts.+binary.-active,257.527074814,313.387672901,322.797135115,341.604118824,430.024166822,442.264109135,526.414404154,656.544173956,719.087327003,754.465098143,476.41152808670006
perc=0.15.-facts.-binary.+active,161.186295033,199.174813032,248.23415494,257.647955894,531.791857958,587.578082085,634.237733126,674.115225792,693.532858133,926.573515892,491.40724918850003
perc=0.15.-facts.-binary.-active,203.975883961,227.444109917,274.316509962,308.821810007,311.557583094,342.82924819,398.738556147,484.585887909,508.20478797,707.941821098,376.84161982550006
perc=0.2.+facts.+binary.+active,234.198512077,281.222861052,404.693300962,447.447618008,467.423704147,563.731898069,698.993512869,799.727830887,802.174531937,1371.81284285,607.1426612858
perc=0.2.+facts.+binary.-active,256.878771067,269.125631809,314.740974903,318.567989826,345.028652906,354.546751022,542.38439703,558.893557072,582.568431854,926.623220921,446.935837841
perc=0.2.+facts.-binary.+active,283.040431023,318.791185856,369.238620043,433.718257904,548.279101849,632.295526981,749.260066032,751.595536947,816.558030128,946.383213997,584.9159970759999
perc=0.2.+facts.-binary.-active,98.1194159985,247.968888044,653.147363186,829.773437977,883.105102062,886.919245958,902.44573307,923.634013176,1003.38647103,1042.37469101,747.08743615115
perc=0.2.-facts.+binary.+active,110.301412106,207.64042902,316.954310894,418.578516006,549.484024048,564.745356083,741.979877949,898.90387392,911.496273994,982.061775923,570.2145849943
perc=0.2.-facts.+binary.-active,83.8271110058,137.673137903,277.485856056,342.338001013,349.158540964,369.471347094,394.46694994,432.729438066,551.043329,693.531423092,363.17251341338
perc=0.2.-facts.-binary.+active,199.891870022,309.046916008,342.848651171,441.785305977,446.662186146,568.114354134,788.058712006,801.871821165,824.07062602,1051.51939297,577.3869835619
perc=0.2.-facts.-binary.-active,359.510249138,394.603896856,447.382405996,477.101242065,478.314656019,533.390980959,779.928282976,797.37706399,806.865202904,919.334145069,599.3808125972
perc=1.0.+facts.+binary.+active,676.853167057,754.526123047,1256.91453195,1269.28261495,1284.78878307,1292.79558182,1395.66443086,1529.69539309,1711.15841007,2173.48954487,1334.5168580784
perc=1.0.+facts.+binary.-active,1217.12810802,3602.64133501,2409.884721515
perc=1.0.+facts.-binary.+active,1286.70016503,3263.87142587,2275.28579545
perc=1.0.+facts.-binary.-active,743.055284977,1792.16473007,4240.16092801,2258.460314352333
perc=1.0.-facts.+binary.+active,1066.97728705,1097.91927218,1481.32613015,1496.91904306,1624.60198593,2775.06942701,3372.19831395,3797.63032699,4169.68853307,4478.29819798,2536.0628517369996
perc=1.0.-facts.+binary.-active,939.394855976,1382.12403107,2787.27524996,1702.9313790019999
perc=1.0.-facts.-binary.+active,721.873073101,968.524499178,1883.42832303,1191.2752984363333
perc=1.0.-facts.-binary.-active,1721.19990396,2003.35362697,3064.3626411,2262.9720573433333
sizele2.+facts,76.2428190708,151.725172043,167.111588001,176.303572893,194.234342813,229.942730904,234.904901028,246.376543045,292.964930058,408.29640007,217.81029999257998
sizele2.-facts,109.46180582,124.357058048,173.266171932,193.162055969,202.510630846,211.457081079,239.456707001,284.172855139,301.36644578,413.906851053,225.31176626669998
sizele3.+facts,63.5101931095,71.1685791016,104.035752058,131.29797411,138.692703962,143.752980947,148.470245123,181.169126987,183.786413908,514.466468096,168.03504374021
sizele3.-facts,79.1977450848,86.3843910694,102.572774887,122.752609015,127.620434046,167.494254112,363.354730129,398.657138109,414.219172955,452.298472166,231.45517215731996
sizele4.+facts,61.5512390137,82.8607389927,143.239960909,164.435266972,251.617007017,348.780045986,354.290559053,361.747783899,436.393477917,493.957908869,269.88739886284003
sizele4.-facts,69.0846979618,102.737308025,124.931660175,152.607055902,156.236557007,163.92624712,333.533337116,449.916040897,458.175009966,466.387475967,247.75353901368004
sizele5.+facts,82.9904010296,121.432709217,142.098222017,142.673999071,152.134793997,182.033385038,199.451581001,208.183976889,336.77056098,377.875394106,194.56450233456002
sizele5.-facts,88.7335259914,107.408664942,152.861715078,171.487716913,181.744544029,287.563974857,358.333674908,367.93858099,407.892944813,436.573316813,256.05386593344
sizele6.+facts,77.806730032,98.9162809849,161.558770895,223.345473051,224.097759008,266.88025713,269.187393188,289.723298073,298.336359024,362.942444086,227.27947654719
sizele6.-facts,86.744259119,97.1322519779,99.6987280846,124.559791088,133.72247982,234.017726183,247.416638851,265.030494928,267.696188927,284.353843927,184.03724029055002
